Lookup Value|MB/Sec Wall|MB/Sec User|MB/Sec System
opti.sea2cloud.com_sha1sum_1_1024|197|236|1086
opti.sea2cloud.com_sha1sum_1_5120|204|251|999
opti.sea2cloud.com_sha1sum_1_10240|208|256|1028
opti.sea2cloud.com_sha1sum_1_15360|211|260|1035
opti.sea2cloud.com_sha1sum_512_1024|384|408|6664
opti.sea2cloud.com_sha1sum_512_5120|388|418|5432
opti.sea2cloud.com_sha1sum_512_10240|391|420|5553
opti.sea2cloud.com_sha1sum_512_15360|387|416|5658
