Lookup Value|MB/Sec Wall|MB/Sec User|MB/Sec System
pi04-04-02_sha1sum_512_1024|145|176|1086
pi04-04-02_sha1sum_512_5120|152|177|1103
pi04-04-02_sha1sum_512_10240|153|178|1083
pi04-04-02_sha1sum_512_15360|153|178|1086
pi04-04-02_sha1sum_1_1024|73|157|135
pi04-04-02_sha1sum_1_5120|74|154|138
pi04-04-02_sha1sum_1_10240|72|153|135
pi04-04-02_sha1sum_1_15360|73|154|137
