Lookup Value|MB/Sec Wall|MB/Sec User|MB/Sec System
pi04-04-02_sha256sum_512_1024|70|115|620
pi04-04-02_sha256sum_512_5120|106|116|1237
pi04-04-02_sha256sum_512_10240|105|117|1072
pi04-04-02_sha256sum_512_15360|106|117|1100
pi04-04-02_sha256sum_1_1024|60|106|137
pi04-04-02_sha256sum_1_5120|60|107|136
pi04-04-02_sha256sum_1_10240|60|107|137
pi04-04-02_sha256sum_1_15360|60|107|136
