Hostname|UCT Date_time|Dictionary bytes|Effective Iterations|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|
opti.sea2cloud.com|20220312_1019|976241|5Kib|5120|1|4998353920|sha512sum|35.93|31.22|5.17|139|160|966
opti.sea2cloud.com|20220312_1019|976241|5Kib|10|512|4998353920|sha512sum|19.88|19.05|0.83|251|262|6022
