Hostname|UCT Date_time|Dictionary bytes|Effective Iterations|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|
pi3|20220304_0517|976241|1Kib|2|512|999670784|dd|16.85|6.25|10.56|59|159|94
pi3|20220304_0518|976241|5Kib|10|512|4998353920|dd|83.76|31.37|52.29|59|159|95
pi3|20220304_0521|976241|10Kib|20|512|9996707840|dd|167.48|62.76|104.53|59|159|95
pi3|20220304_0525|976241|15Kib|30|512|14995061760|dd|249.37|92.83|156.38|60|161|95
pi3|20220304_0525|976241|1Kib|1024|1|999670784|dd|21.07|7.54|13.75|47|132|72
pi3|20220304_0527|976241|5Kib|5120|1|4998353920|dd|105.27|37.26|69.09|47|134|72
pi3|20220304_0531|976241|10Kib|10240|1|9996707840|dd|210.90|74.73|138.34|47|133|72
pi3|20220304_0536|976241|15Kib|15360|1|14995061760|dd|316.05|111.63|207.71|47|134|72
