Lookup Value|MB/Sec Wall|MB/Sec User|MB/Sec System
PI04-08-03_sha512sum_512_1024|153|173|1298
PI04-08-03_sha512sum_512_5120|153|172|1388
PI04-08-03_sha512sum_512_10240|153|173|1303
PI04-08-03_sha512sum_512_15360|152|173|1289
PI04-08-03_sha512sum_1_1024|74|152|140
PI04-08-03_sha512sum_1_5120|74|151|142
PI04-08-03_sha512sum_1_10240|74|150|142
PI04-08-03_sha512sum_1_15360|74|150|142
