Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date|Dictionary bytes|Iterations|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
aarch64|4|1500.0000|3.7Gi|2.1Gi|777Mi|3.3Gi|742Mi|2.6Gi|ubuntu|108.00|20220220|976241|1024|b2sum|17.13|9.22|8.11|999
