Lookup Value|MB/Sec Wall|MB/Sec User|MB/Sec System
PI04-08-03_sha1sum_512_1024|156|180|1219
PI04-08-03_sha1sum_512_5120|157|177|1361
PI04-08-03_sha1sum_512_10240|157|178|1315
PI04-08-03_sha1sum_512_15360|157|178|1310
PI04-08-03_sha1sum_1_1024|75|156|142
PI04-08-03_sha1sum_1_5120|75|155|143
PI04-08-03_sha1sum_1_10240|75|156|141
PI04-08-03_sha1sum_1_15360|75|155|142
