1.55user 0.20system 0:01.75elapsed 99%CPU (0avgtext+0avgdata 3660maxresident)k
0inputs+0outputs (0major+485minor)pagefaults 0swaps
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|3.0Gi|249Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1447|976241|2|512|999670784|sha256sum|6.58|6.38|0.19|151|156|5261
4.14user 0.19system 0:04.34elapsed 99%CPU (0avgtext+0avgdata 3612maxresident)k
0inputs+0outputs (0major+469minor)pagefaults 0swaps
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|273Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1447|976241|2|512|999670784|sha512sum|4.34|4.14|0.19|230|241|5261
8.12user 0.81system 0:08.94elapsed 99%CPU (0avgtext+0avgdata 3660maxresident)k
0inputs+0outputs (0major+1689minor)pagefaults 0swaps
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|272Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1447|976241|10|512|4998353920|b2sum|8.94|8.12|0.81|559|615|6170
12.83user 0.84system 0:13.68elapsed 99%CPU (0avgtext+0avgdata 3552maxresident)k
0inputs+0outputs (0major+1676minor)pagefaults 0swaps
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|275Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1447|976241|10|512|4998353920|sha1sum|13.68|12.83|0.84|365|389|5950
31.28user 0.87system 0:32.17elapsed 99%CPU (0avgtext+0avgdata 3604maxresident)k
0inputs+0outputs (0major+1660minor)pagefaults 0swaps
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|287Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1448|976241|10|512|4998353920|sha256sum|32.17|31.28|0.87|155|159|5745
20.28user 0.91system 0:21.20elapsed 99%CPU (0avgtext+0avgdata 3636maxresident)k
0inputs+0outputs (0major+1663minor)pagefaults 0swaps
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|297Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1448|976241|10|512|4998353920|sha512sum|21.20|20.28|0.91|235|246|5492
16.07user 2.13system 0:18.21elapsed 99%CPU (0avgtext+0avgdata 3680maxresident)k
0inputs+0outputs (0major+3288minor)pagefaults 0swaps
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|296Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1448|976241|20|512|9996707840|b2sum|18.21|16.07|2.13|548|622|4693
24.89user 1.91system 0:26.81elapsed 99%CPU (0avgtext+0avgdata 3660maxresident)k
0inputs+0outputs (0major+3152minor)pagefaults 0swaps
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|294Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1449|976241|20|512|9996707840|sha1sum|26.81|24.89|1.91|372|401|5233
480.33user 14.81system 8:15.25elapsed 99%CPU (0avgtext+0avgdata 3644maxresident)k
0inputs+0outputs (0major+24625minor)pagefaults 0swaps
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|294Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1449|976241|160|512|79973662720|sha256sum|495.25|480.33|14.81|161|166|5399
60.88user 1.94system 1:02.83elapsed 99%CPU (0avgtext+0avgdata 3644maxresident)k
0inputs+0outputs (0major+3130minor)pagefaults 0swaps
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|292Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1450|976241|20|512|9996707840|sha256sum|62.83|60.88|1.94|159|164|5152
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|291Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1451|976241|20|512|9996707840|sha512sum|41.76|39.89|1.86|239|250|5374
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|292Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1451|976241|30|512|14995061760|b2sum|26.32|23.33|2.99|569|642|5015
317.96user 14.34system 5:32.37elapsed 99%CPU (0avgtext+0avgdata 3616maxresident)k
0inputs+0outputs (0major+24316minor)pagefaults 0swaps
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|293Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1455|976241|160|512|79973662720|sha512sum|332.37|317.96|14.34|240|251|5576
