1.55user 0.20system 0:01.75elapsed 99%CPU (0avgtext+0avgdata 3660maxresident)k
0inputs+0outputs (0major+485minor)pagefaults 0swaps
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|245Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1441|976241|2|512|999670784|b2sum|1.75|1.55|0.20|571|644|4998
1.55user 0.19system 0:01.75elapsed 99%CPU (0avgtext+0avgdata 3480maxresident)k
0inputs+0outputs (0major+486minor)pagefaults 0swaps
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|246Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1441|976241|2|512|999670784|b2sum|1.75|1.55|0.19|571|644|5261
1.57user 0.17system 0:01.75elapsed 99%CPU (0avgtext+0avgdata 3560maxresident)k
0inputs+0outputs (0major+486minor)pagefaults 0swaps
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|256Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1446|976241|2|512|999670784|b2sum|1.75|1.57|0.17|571|636|5880
2.49user 0.16system 0:02.65elapsed 99%CPU (0avgtext+0avgdata 3540maxresident)k
0inputs+0outputs (0major+473minor)pagefaults 0swaps
Architecture|cores|CPU max MHz|MEM Total|MEM Used|MEM Free|SWAP Total|SWAP Used|SWAP Free|OS|Bogomips|UCT Date_time|Dictionary bytes|Iterations|Number of Copies|Total size|Cryptographic Hash|WallTime|UserTime|Systime|MB/Sec Wall|MB/Sec User|MB/Sec System
x86_64|4|3193.0000|7.8Gi|2.9Gi|256Mi|7.0Gi|17Mi|7.0Gi|ubuntu|6383.70|20220225_1447|976241|2|512|999670784|sha1sum|2.65|2.49|0.16|377|401|6247
6.38user 0.19system 0:06.58elapsed 99%CPU (0avgtext+0avgdata 3660maxresident)k
0inputs+0outputs (0major+474minor)pagefaults 0swaps
